AssayNumber,Strain,TraitName,Replicate,Value
14,CB4856,Hatch_Time,61,0.99322
14,CB4856,Hatch_Time,62,1.0028
14,CB4856,Hatch_Time,63,1.0008
14,CB4856,Hatch_Time,64,0.95329
14,CB4856,Hatch_Time,65,1.0112
14,CB4856,Hatch_Time,66,1.023
14,CB4856,Hatch_Time,67,1.0004
14,CB4856,Hatch_Time,68,0.97236
14,CB4856,Hatch_Time,69,1.1057
14,CB4856,Hatch_Time,70,1.0295
14,CB4856,Hatch_Time,71,0.97443
14,CB4856,Hatch_Time,72,0.96446
14,CB4856,Hatch_Time,73,0.98321
14,N2,Hatch_Time,201,0.96377
14,N2,Hatch_Time,202,1.0108
14,N2,Hatch_Time,203,0.99281
14,N2,Hatch_Time,204,1.0969
14,N2,Hatch_Time,205,0.98556
14,N2,Hatch_Time,206,0.96465
14,N2,Hatch_Time,207,1.0116
14,N2,Hatch_Time,208,1.0428
14,N2,Hatch_Time,212,0.97088
14,N2,Hatch_Time,213,0.98427
14,N2,Hatch_Time,214,0.97582
15,JT11398,Hatch_Time,64,0.97797
15,JT11398,Hatch_Time,65,1.0039
15,JT11398,Hatch_Time,66,0.99548
15,JT11398,Hatch_Time,67,1.0402
15,JT11398,Hatch_Time,68,1.0412
15,JT11398,Hatch_Time,69,1.0036
15,JT11398,Hatch_Time,70,1.0641
15,JT11398,Hatch_Time,71,0.98648
15,JT11398,Hatch_Time,76,1.0619
15,JT11398,Hatch_Time,77,0.9788
15,JT11398,Hatch_Time,78,1.0354
15,JT11398,Hatch_Time,79,0.96056
15,JU775,Hatch_Time,49,1.1999
15,JU775,Hatch_Time,50,1.1362
15,JU775,Hatch_Time,51,1.1546
15,JU775,Hatch_Time,53,0.93646
15,JU775,Hatch_Time,54,0.96355
15,JU775,Hatch_Time,55,0.96213
15,JU775,Hatch_Time,56,0.94849
15,JU775,Hatch_Time,57,1.0873
15,JU775,Hatch_Time,58,1.0309
15,JU775,Hatch_Time,59,0.96614
15,JU775,Hatch_Time,60,1.2061
15,JU775,Hatch_Time,61,1.1732
15,JU775,Hatch_Time,62,1.1796
15,JU775,Hatch_Time,64,1.1227
15,ED3017,Hatch_Time,32,0.959
15,ED3017,Hatch_Time,33,0.92477
15,ED3017,Hatch_Time,34,0.96653
15,ED3017,Hatch_Time,35,0.93563
15,ED3017,Hatch_Time,37,0.64884
15,ED3017,Hatch_Time,38,1.1216
15,ED3017,Hatch_Time,39,1.0056
15,ED3017,Hatch_Time,40,0.98262
15,ED3017,Hatch_Time,41,0.95255
15,ED3017,Hatch_Time,42,0.93998
15,ED3017,Hatch_Time,43,0.95475
15,ED3017,Hatch_Time,44,1.0306
15,ED3017,Hatch_Time,45,0.95719
15,ED3017,Hatch_Time,46,0.99988
15,ED3017,Hatch_Time,47,1.0454
15,N2,Hatch_Time,215,0.96105
15,N2,Hatch_Time,216,1.0247
15,N2,Hatch_Time,217,1.0561
15,N2,Hatch_Time,218,1.0002
15,N2,Hatch_Time,219,0.95577
15,N2,Hatch_Time,220,0.95308
15,N2,Hatch_Time,221,0.97
15,N2,Hatch_Time,222,1.2213
15,N2,Hatch_Time,224,0.97959
15,N2,Hatch_Time,225,0.96125
15,N2,Hatch_Time,226,0.95988
15,N2,Hatch_Time,227,0.96643
15,N2,Hatch_Time,228,1.0104
15,N2,Hatch_Time,229,0.99558
15,N2,Hatch_Time,230,0.98457
16,N2,Hatch_Time,231,0.92745
16,N2,Hatch_Time,232,0.96724
16,N2,Hatch_Time,233,0.99612
16,N2,Hatch_Time,234,0.98292
16,N2,Hatch_Time,235,0.98107
16,N2,Hatch_Time,236,0.98929
16,N2,Hatch_Time,237,0.9411
16,N2,Hatch_Time,238,0.98489
16,N2,Hatch_Time,239,0.93059
16,N2,Hatch_Time,240,1.0145
16,N2,Hatch_Time,241,0.99432
16,N2,Hatch_Time,242,0.96324
16,N2,Hatch_Time,243,0.93993
16,N2,Hatch_Time,244,1.1487
16,N2,Hatch_Time,245,1.2368
16,N2,Hatch_Time,246,1.0018
16,JU775,Hatch_Time,71,1.2024
16,JU775,Hatch_Time,74,0.94528
16,JU775,Hatch_Time,77,1.105
16,JU775,Hatch_Time,79,1.15
16,JU775,Hatch_Time,80,1.1207
16,LKC34,Hatch_Time,47,0.94927
16,LKC34,Hatch_Time,48,0.94914
16,LKC34,Hatch_Time,49,1.2924
16,LKC34,Hatch_Time,50,1.029
16,LKC34,Hatch_Time,51,1.3312
16,LKC34,Hatch_Time,52,1.0401
16,LKC34,Hatch_Time,53,1.0012
16,LKC34,Hatch_Time,54,1.0656
16,LKC34,Hatch_Time,55,0.93463
16,LKC34,Hatch_Time,56,0.95085
16,LKC34,Hatch_Time,57,0.97263
16,LKC34,Hatch_Time,58,1.1109
16,LKC34,Hatch_Time,59,1.1132
16,LKC34,Hatch_Time,60,1.0093
16,LKC34,Hatch_Time,61,1.2354
16,LKC34,Hatch_Time,62,0.93634
16,JU258,Hatch_Time,63,1.0824
16,JU258,Hatch_Time,66,1.1466
16,JU258,Hatch_Time,67,0.96468
16,JU258,Hatch_Time,68,1.0422
16,JU258,Hatch_Time,69,1.0055
16,JU258,Hatch_Time,70,1.1354
16,JU258,Hatch_Time,71,0.94119
16,JU258,Hatch_Time,72,0.97474
16,JU258,Hatch_Time,73,1.0206
16,JU258,Hatch_Time,74,0.95035
16,JU258,Hatch_Time,75,1.153
16,JU258,Hatch_Time,77,0.97254
17,N2,Hatch_Time,248,0.91533
17,N2,Hatch_Time,249,0.86816
17,N2,Hatch_Time,250,0.91305
17,N2,Hatch_Time,251,0.87964
17,N2,Hatch_Time,252,1.2301
17,N2,Hatch_Time,253,1.1075
17,N2,Hatch_Time,255,1.0679
17,N2,Hatch_Time,256,1.0591
17,N2,Hatch_Time,257,1.0042
17,N2,Hatch_Time,261,0.92885
17,N2,Hatch_Time,262,1.0261
17,MY23,Hatch_Time,79,0.83915
17,MY23,Hatch_Time,80,1.0392
17,MY23,Hatch_Time,81,1.0924
17,MY23,Hatch_Time,82,0.85413
17,MY23,Hatch_Time,84,0.8377
17,MY23,Hatch_Time,85,0.83809
17,MY23,Hatch_Time,86,0.90617
17,MY23,Hatch_Time,87,0.87736
17,MY23,Hatch_Time,88,1.2835
17,MY23,Hatch_Time,89,0.96607
17,MY23,Hatch_Time,90,1.1583
17,MY23,Hatch_Time,91,0.9737
17,MY23,Hatch_Time,92,1.0915
17,MY23,Hatch_Time,93,0.94524
17,LKC34,Hatch_Time,63,1.2531
17,LKC34,Hatch_Time,64,1.0042
17,LKC34,Hatch_Time,65,1.0083
17,LKC34,Hatch_Time,66,0.88011
17,LKC34,Hatch_Time,67,1.0125
17,LKC34,Hatch_Time,68,1.0233
17,LKC34,Hatch_Time,69,1.0075
17,LKC34,Hatch_Time,71,1.1616
17,LKC34,Hatch_Time,72,0.97869
17,LKC34,Hatch_Time,73,0.92916
18,EG4725,Hatch_Time,65,1.0416
18,EG4725,Hatch_Time,69,0.9884
18,EG4725,Hatch_Time,70,0.95204
18,EG4725,Hatch_Time,71,1.0267
18,EG4725,Hatch_Time,72,0.98215
18,EG4725,Hatch_Time,73,0.84249
18,EG4725,Hatch_Time,74,0.99153
18,EG4725,Hatch_Time,75,0.97549
18,EG4725,Hatch_Time,76,1.0042
18,EG4725,Hatch_Time,77,0.99888
18,N2,Hatch_Time,263,0.95829
18,N2,Hatch_Time,264,0.95314
18,N2,Hatch_Time,266,0.9858
18,N2,Hatch_Time,267,0.97619
18,N2,Hatch_Time,268,0.97457
18,N2,Hatch_Time,269,0.97526
18,N2,Hatch_Time,270,0.98597
18,N2,Hatch_Time,271,1.0137
18,N2,Hatch_Time,272,1.0007
18,N2,Hatch_Time,273,1.0919
18,N2,Hatch_Time,274,0.99599
18,N2,Hatch_Time,275,0.98366
18,N2,Hatch_Time,276,1.0512
18,N2,Hatch_Time,277,1.0352
18,N2,Hatch_Time,278,1.0183
18,ED3017,Hatch_Time,48,0.97856
18,ED3017,Hatch_Time,49,0.96681
18,ED3017,Hatch_Time,50,0.98198
18,ED3017,Hatch_Time,51,0.95841
18,ED3017,Hatch_Time,52,0.97323
18,ED3017,Hatch_Time,53,0.97937
18,ED3017,Hatch_Time,54,1.0218
18,ED3017,Hatch_Time,55,1.02
18,ED3017,Hatch_Time,57,1.0376
18,ED3017,Hatch_Time,59,0.93345
18,ED3017,Hatch_Time,60,0.97219
18,CB4856,Hatch_Time,74,0.90757
18,CB4856,Hatch_Time,75,0.95853
18,CB4856,Hatch_Time,76,0.90491
18,CB4856,Hatch_Time,77,0.91267
18,CB4856,Hatch_Time,78,0.91996
18,CB4856,Hatch_Time,79,0.91255
18,CB4856,Hatch_Time,81,0.92923
18,CB4856,Hatch_Time,82,0.93224
18,CB4856,Hatch_Time,83,0.9228
18,CB4856,Hatch_Time,84,0.93438
18,CB4856,Hatch_Time,85,0.94336
18,CB4856,Hatch_Time,86,0.90856
18,CB4856,Hatch_Time,87,0.94729
18,CB4856,Hatch_Time,88,0.93143
18,CB4856,Hatch_Time,89,0.9371
19,N2,Hatch_Time,279,0.96002
19,N2,Hatch_Time,280,0.97307
19,N2,Hatch_Time,282,0.94226
19,N2,Hatch_Time,284,0.93834
19,N2,Hatch_Time,285,1.6466
19,N2,Hatch_Time,286,0.95472
19,N2,Hatch_Time,287,0.94009
19,N2,Hatch_Time,288,0.91575
19,N2,Hatch_Time,289,0.92163
19,N2,Hatch_Time,290,0.93081
19,N2,Hatch_Time,291,0.95477
19,N2,Hatch_Time,292,0.95795
19,N2,Hatch_Time,293,0.99502
19,N2,Hatch_Time,294,0.96898
19,JU258,Hatch_Time,79,0.93595
19,JU258,Hatch_Time,81,0.93727
19,JU258,Hatch_Time,82,0.91808
19,JU258,Hatch_Time,83,0.99884
19,JU258,Hatch_Time,84,0.96061
19,JU258,Hatch_Time,85,0.96989
19,JU258,Hatch_Time,86,0.99099
19,JU258,Hatch_Time,87,0.91803
19,JU258,Hatch_Time,88,0.98765
19,JU258,Hatch_Time,89,0.89867
19,JU258,Hatch_Time,90,0.94767
19,JU258,Hatch_Time,91,0.94332
19,JU258,Hatch_Time,92,1.0158
19,JU258,Hatch_Time,93,0.99688
19,JU258,Hatch_Time,94,1.0294
19,MY16,Hatch_Time,79,0.73981
19,MY16,Hatch_Time,80,0.9386
19,MY16,Hatch_Time,82,0.91596
19,MY16,Hatch_Time,83,0.9035
19,MY16,Hatch_Time,84,0.95043
19,MY16,Hatch_Time,85,0.94051
19,MY16,Hatch_Time,86,0.98982
19,MY16,Hatch_Time,87,0.92025
19,MY16,Hatch_Time,88,0.89618
19,MY16,Hatch_Time,89,0.91442
19,MY16,Hatch_Time,90,0.90122
19,MY16,Hatch_Time,91,0.91834
19,MY16,Hatch_Time,92,0.89533
19,MY16,Hatch_Time,93,0.93006
19,MY16,Hatch_Time,94,0.907
19,JT11398,Hatch_Time,80,0.8808
19,JT11398,Hatch_Time,81,0.89655
19,JT11398,Hatch_Time,82,0.88107
19,JT11398,Hatch_Time,83,0.88748
19,JT11398,Hatch_Time,84,0.87417
19,JT11398,Hatch_Time,85,0.8956
19,JT11398,Hatch_Time,86,0.92762
19,JT11398,Hatch_Time,87,0.89873
19,JT11398,Hatch_Time,88,0.88117
19,JT11398,Hatch_Time,89,0.87736
19,JT11398,Hatch_Time,90,0.88059
19,JT11398,Hatch_Time,91,0.86405
19,JT11398,Hatch_Time,92,0.87258
19,JT11398,Hatch_Time,93,0.87757
19,JT11398,Hatch_Time,94,0.89464
19,JT11398,Hatch_Time,95,0.87985
20,MY23,Hatch_Time,111,1.0046
20,MY23,Hatch_Time,112,1.0363
20,MY23,Hatch_Time,113,1.0056
20,MY23,Hatch_Time,114,1.028
20,MY23,Hatch_Time,115,0.99797
20,MY23,Hatch_Time,116,0.98454
20,MY23,Hatch_Time,117,0.9866
20,MY23,Hatch_Time,118,1.0652
20,MY23,Hatch_Time,119,0.99447
20,MY23,Hatch_Time,120,1.0149
20,MY23,Hatch_Time,121,0.96868
20,MY23,Hatch_Time,122,1.0185
20,MY23,Hatch_Time,123,1.0496
20,MY23,Hatch_Time,124,1.1579
20,MY23,Hatch_Time,125,1.2984
20,MY23,Hatch_Time,126,1.0208
20,N2,Hatch_Time,295,0.96551
20,N2,Hatch_Time,296,0.99187
20,N2,Hatch_Time,297,1.0056
20,N2,Hatch_Time,298,0.99836
20,N2,Hatch_Time,299,0.97805
20,N2,Hatch_Time,300,0.97678
20,N2,Hatch_Time,301,0.99952
20,N2,Hatch_Time,302,1.0223
20,N2,Hatch_Time,303,1.0055
20,N2,Hatch_Time,304,1.0238
20,N2,Hatch_Time,305,1.0255
20,N2,Hatch_Time,306,0.99714
20,N2,Hatch_Time,307,1.0042
20,N2,Hatch_Time,308,1.0247
20,N2,Hatch_Time,310,0.98116
20,CX11314,Hatch_Time,79,0.95902
20,CX11314,Hatch_Time,80,0.92485
20,CX11314,Hatch_Time,81,0.9234
20,CX11314,Hatch_Time,82,0.94288
20,CX11314,Hatch_Time,83,0.94033
20,CX11314,Hatch_Time,84,0.97794
20,CX11314,Hatch_Time,85,0.9846
20,CX11314,Hatch_Time,86,0.97533
20,CX11314,Hatch_Time,87,0.93328
20,CX11314,Hatch_Time,88,0.97151
20,CX11314,Hatch_Time,89,0.94421
20,CX11314,Hatch_Time,90,0.96507
20,CX11314,Hatch_Time,91,0.96457
20,CX11314,Hatch_Time,92,0.97739
20,LKC34,Hatch_Time,79,0.92684
20,LKC34,Hatch_Time,80,0.94266
20,LKC34,Hatch_Time,81,0.9421
20,LKC34,Hatch_Time,82,0.9644
20,LKC34,Hatch_Time,83,0.96091
20,LKC34,Hatch_Time,85,0.94621
20,LKC34,Hatch_Time,86,0.95264
20,LKC34,Hatch_Time,87,0.96435
20,LKC34,Hatch_Time,88,0.94343
20,LKC34,Hatch_Time,89,1.0228
20,LKC34,Hatch_Time,90,0.94954
20,LKC34,Hatch_Time,91,0.9421
20,LKC34,Hatch_Time,92,0.9765
20,LKC34,Hatch_Time,93,0.93472
20,LKC34,Hatch_Time,94,0.95858
21,CX11314,Hatch_Time,95,0.94226
21,CX11314,Hatch_Time,96,0.96931
21,CX11314,Hatch_Time,97,0.96871
21,CX11314,Hatch_Time,98,0.96527
21,CX11314,Hatch_Time,99,0.97594
21,CX11314,Hatch_Time,100,0.93498
21,CX11314,Hatch_Time,101,0.98741
21,CX11314,Hatch_Time,102,0.93724
21,CX11314,Hatch_Time,104,0.91375
21,CX11314,Hatch_Time,105,0.92857
21,CX11314,Hatch_Time,106,0.9193
21,CX11314,Hatch_Time,107,0.92787
21,CX11314,Hatch_Time,108,0.93568
21,CX11314,Hatch_Time,109,0.92248
21,CX11314,Hatch_Time,110,0.93503
21,MY23,Hatch_Time,127,0.92668
21,MY23,Hatch_Time,128,0.93557
21,MY23,Hatch_Time,129,0.92091
21,MY23,Hatch_Time,130,0.97308
21,MY23,Hatch_Time,131,0.9588
21,MY23,Hatch_Time,132,0.97184
21,MY23,Hatch_Time,133,0.9928
21,MY23,Hatch_Time,134,0.9685
21,MY23,Hatch_Time,135,0.9512
21,MY23,Hatch_Time,136,0.94252
21,MY23,Hatch_Time,137,0.96036
21,MY23,Hatch_Time,138,1.0079
21,MY23,Hatch_Time,139,0.94937
21,MY23,Hatch_Time,140,0.93547
21,MY23,Hatch_Time,141,0.94403
21,MY23,Hatch_Time,142,0.92986
21,N2,Hatch_Time,311,0.96774
21,N2,Hatch_Time,312,0.98693
21,N2,Hatch_Time,316,0.97486
21,N2,Hatch_Time,319,1.0516
21,N2,Hatch_Time,320,0.99102
21,N2,Hatch_Time,321,1.0279
21,N2,Hatch_Time,322,0.97416
21,N2,Hatch_Time,323,0.99178
21,N2,Hatch_Time,324,0.99905
21,N2,Hatch_Time,325,1.0205
21,N2,Hatch_Time,326,1.0144
22,MY16,Hatch_Time,95,0.95109
22,MY16,Hatch_Time,96,0.97372
22,MY16,Hatch_Time,97,0.95695
22,MY16,Hatch_Time,98,0.96749
22,MY16,Hatch_Time,99,0.94346
22,MY16,Hatch_Time,100,0.96061
22,MY16,Hatch_Time,101,0.95475
22,MY16,Hatch_Time,102,0.95297
22,MY16,Hatch_Time,103,0.93733
22,MY16,Hatch_Time,104,0.94437
22,MY16,Hatch_Time,105,0.92168
22,MY16,Hatch_Time,106,0.94883
22,MY16,Hatch_Time,107,0.95706
22,MY16,Hatch_Time,108,0.90695
22,MY16,Hatch_Time,109,0.93582
22,MY16,Hatch_Time,110,0.91109
22,LKC34,Hatch_Time,95,0.89432
22,LKC34,Hatch_Time,96,0.93115
22,LKC34,Hatch_Time,97,0.9162
22,LKC34,Hatch_Time,98,0.88212
22,LKC34,Hatch_Time,99,0.95437
22,LKC34,Hatch_Time,100,0.92744
22,LKC34,Hatch_Time,101,0.90712
22,LKC34,Hatch_Time,102,0.91814
22,LKC34,Hatch_Time,103,0.93238
22,LKC34,Hatch_Time,104,0.95012
22,LKC34,Hatch_Time,105,0.9334
22,LKC34,Hatch_Time,106,0.96362
22,LKC34,Hatch_Time,107,0.89937
22,LKC34,Hatch_Time,108,0.91056
22,LKC34,Hatch_Time,109,0.92582
22,LKC34,Hatch_Time,110,0.93932
22,DL238,Hatch_Time,62,1.0347
22,DL238,Hatch_Time,63,1.0264
22,DL238,Hatch_Time,64,1.0519
22,DL238,Hatch_Time,65,1.0283
22,DL238,Hatch_Time,66,1.0369
22,DL238,Hatch_Time,67,1.0415
22,DL238,Hatch_Time,68,1.0711
22,DL238,Hatch_Time,69,1.0686
22,DL238,Hatch_Time,70,0.99404
22,DL238,Hatch_Time,71,0.99345
22,DL238,Hatch_Time,72,0.98609
22,DL238,Hatch_Time,73,1.018
22,DL238,Hatch_Time,74,0.97447
22,DL238,Hatch_Time,75,1.0236
22,DL238,Hatch_Time,76,0.98259
22,DL238,Hatch_Time,77,1.009
22,N2,Hatch_Time,327,1.021
22,N2,Hatch_Time,328,0.97485
22,N2,Hatch_Time,329,0.98872
22,N2,Hatch_Time,330,1.0164
22,N2,Hatch_Time,331,1.0604
22,N2,Hatch_Time,332,1.0269
22,N2,Hatch_Time,333,1.0453
22,N2,Hatch_Time,334,1.0569
22,N2,Hatch_Time,335,0.98195
22,N2,Hatch_Time,336,0.95845
22,N2,Hatch_Time,337,0.94313
22,N2,Hatch_Time,338,0.94437
22,N2,Hatch_Time,339,0.99254
22,N2,Hatch_Time,340,0.98829
22,N2,Hatch_Time,341,0.98716
22,N2,Hatch_Time,342,1.0136
